operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
write,0,100609.0,0.0959482192993164,300,300,4.3091e-05,[10],10,30,2226.6417418791953,pfs,1,individuals,105305-dc026,chr1n-301-601.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.854788195,[10],10,30,121.97729927656445,pfs,309998,individuals,105305-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.863256905,[10],10,30,121.92529419103911,pfs,309998,individuals,105313-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,101821.0,0.09710407257080078,300,300,5.5102e-05,[10],10,30,1762.2604001814957,pfs,1,individuals,105313-dc026,chr1n-6901-7201.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.863256905,[10],10,30,121.92529419103911,pfs,309998,individuals,105313-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.80659132,[10],10,30,122.27411585399007,pfs,309998,individuals,105423-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,105048.0,0.10018157958984375,300,300,6.2573e-05,[10],10,30,1601.0352642488574,pfs,1,individuals,105423-dc026,chr1n-7801-8101.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.80659132,[10],10,30,122.27411585399007,pfs,309998,individuals,105423-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.78978076,[10],10,30,122.37798240945818,pfs,309998,individuals,105610-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,78446.0,0.07481193542480469,300,300,4.1672e-05,[10],10,30,1795.2566573431727,pfs,1,individuals,105610-dc026,chr1n-1-301.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.78978076,[10],10,30,122.37798240945818,pfs,309998,individuals,105610-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.711046078,[10],10,30,122.86681448314323,pfs,309998,individuals,105654-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,104640.0,0.09979248046875,300,300,4.9462e-05,[10],10,30,2017.5585392574096,pfs,1,individuals,105654-dc026,chr1n-901-1201.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.711046078,[10],10,30,122.86681448314323,pfs,309998,individuals,105654-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.803930229,[10],10,30,122.29054605473657,pfs,309998,individuals,105664-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,107980.0,0.10297775268554688,300,300,5.2042e-05,[10],10,30,1978.7431821518558,pfs,1,individuals,105664-dc026,chr1n-6001-6301.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.803930229,[10],10,30,122.29054605473657,pfs,309998,individuals,105664-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.840788889,[10],10,30,122.06336427867599,pfs,309998,individuals,105772-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,96059.0,0.09160900115966797,300,300,4.4392e-05,[10],10,30,2063.6376184823384,pfs,1,individuals,105772-dc026,chr1n-8701-9001.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.840788889,[10],10,30,122.06336427867599,pfs,309998,individuals,105772-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.802823179,[10],10,30,122.2973825420286,pfs,309998,individuals,105849-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,113597.0,0.10833454132080078,300,300,4.3021e-05,[10],10,30,2518.1781297692005,pfs,1,individuals,105849-dc026,chr1n-2401-2701.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.802823179,[10],10,30,122.2973825420286,pfs,309998,individuals,105849-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.78167259,[10],10,30,122.42814305594136,pfs,309998,individuals,105871-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,119733.0,0.11418628692626953,300,300,6.5013e-05,[10],10,30,1756.3608343911146,pfs,1,individuals,105871-dc026,chr1n-6601-6901.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.78167259,[10],10,30,122.42814305594136,pfs,309998,individuals,105871-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.879063796,[10],10,30,121.82834496570342,pfs,309998,individuals,105873-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,109065.0,0.10401248931884766,300,300,4.7852e-05,[10],10,30,2173.62888319919,pfs,1,individuals,105873-dc026,chr1n-7201-7501.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.879063796,[10],10,30,121.82834496570342,pfs,309998,individuals,105873-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.861716913,[10],10,30,121.9347477533104,pfs,309998,individuals,105875-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,106092.0,0.10117721557617188,300,300,5.2532e-05,[10],10,30,1926.0111089654283,pfs,1,individuals,105875-dc026,chr1n-3301-3601.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.861716913,[10],10,30,121.9347477533104,pfs,309998,individuals,105875-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.746993204,[10],10,30,122.64314960334019,pfs,309998,individuals,105877-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,94778.0,0.09038734436035156,300,300,4.4951e-05,[10],10,30,2010.7971871671725,pfs,1,individuals,105877-dc026,chr1n-4501-4801.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.746993204,[10],10,30,122.64314960334019,pfs,309998,individuals,105877-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.83766095,[10],10,30,122.0826108399798,pfs,309998,individuals,105879-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,92656.0,0.0883636474609375,300,300,4.9421e-05,[10],10,30,1787.977731347757,pfs,1,individuals,105879-dc026,chr1n-2101-2401.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.83766095,[10],10,30,122.0826108399798,pfs,309998,individuals,105879-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.656483021,[10],10,30,123.20787188364005,pfs,309998,individuals,105881-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,107041.0,0.1020822525024414,300,300,6.0692e-05,[10],10,30,1681.9721298102122,pfs,1,individuals,105881-dc026,chr1n-1501-1801.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.656483021,[10],10,30,123.20787188364005,pfs,309998,individuals,105881-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.798170594,[10],10,30,122.32612251903066,pfs,309998,individuals,105883-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,112565.0,0.10735034942626953,300,300,4.4521e-05,[10],10,30,2411.229519244166,pfs,1,individuals,105883-dc026,chr1n-3901-4201.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.798170594,[10],10,30,122.32612251903066,pfs,309998,individuals,105883-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.824902008,[10],10,30,122.16118096104711,pfs,309998,individuals,105886-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,105075.0,0.10020732879638672,300,300,4.7632e-05,[10],10,30,2103.7816761082195,pfs,1,individuals,105886-dc026,chr1n-5101-5401.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.824902008,[10],10,30,122.16118096104711,pfs,309998,individuals,105886-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.732545921,[10],10,30,122.73294340376637,pfs,309998,individuals,105888-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,132458.0,0.12632179260253906,300,300,5.4422e-05,[10],10,30,2321.15307417109,pfs,1,individuals,105888-dc026,chr1n-3601-3901.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.732545921,[10],10,30,122.73294340376637,pfs,309998,individuals,105888-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.814101877,[10],10,30,122.22776771656518,pfs,309998,individuals,105890-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,93762.0,0.08941841125488281,300,300,4.4302e-05,[10],10,30,2018.3831712988763,pfs,1,individuals,105890-dc026,chr1n-8101-8401.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.814101877,[10],10,30,122.22776771656518,pfs,309998,individuals,105890-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.81559479,[10],10,30,122.21855903898982,pfs,309998,individuals,105892-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,96684.0,0.09220504760742188,300,300,4.8062e-05,[10],10,30,1918.460480367481,pfs,1,individuals,105892-dc026,chr1n-1201-1501.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.81559479,[10],10,30,122.21855903898982,pfs,309998,individuals,105892-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.844745224,[10],10,30,122.03902919375237,pfs,309998,individuals,105894-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,103746.0,0.09893989562988281,300,300,4.9151e-05,[10],10,30,2012.9782838575577,pfs,1,individuals,105894-dc026,chr1n-4201-4501.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.844745224,[10],10,30,122.03902919375237,pfs,309998,individuals,105894-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.685312712,[10],10,30,123.02743050954861,pfs,309998,individuals,105896-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,106982.0,0.10202598571777344,300,300,5.0392e-05,[10],10,30,2024.6464859059658,pfs,1,individuals,105896-dc026,chr1n-5401-5701.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.685312712,[10],10,30,123.02743050954861,pfs,309998,individuals,105896-dc026,columns.txt,1,initial_data
read,0,8191.912280079227,2421.833441734314,300,300,19.795049482,[10],10,30,122.34540984282617,pfs,309998,individuals,105898-dc026,ALL.chr1.250000.vcf,1,initial_data
write,0,119214.0,0.11369132995605469,300,300,4.5762e-05,[10],10,30,2484.404745335752,pfs,1,individuals,105898-dc026,chr1n-1801-2101.tar.gz,1,
read,0,8191.912280079227,2421.833441734314,300,300,19.795049482,[10],10,30,122.34540984282617,pfs,309998,individuals,105898-dc026,columns.txt,1,initial_data
read,0,8191.889692094882,1524.9013414382935,10,10,12.002933584,[10],10,1,127.04405391953499,pfs,195190,sifting,106814-dc026,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,2,initial_data
read,0,8191.889692094882,1524.9013414382935,10,10,12.002933584,[10],10,1,127.04405391953499,pfs,195190,sifting,106814-dc026,SIFT.chr1.vcf,2,initial_data
write,0,818423.0,1.5610179901123047,10,10,0.000430396,[10],10,1,3626.934242214855,pfs,2,sifting,106814-dc026,sifted.SIFT.chr1.txt,2,
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-1-301.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-1201-1501.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-1501-1801.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-1801-2101.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-2101-2401.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-2401-2701.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-2701-3001.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-3001-3301.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-301-601.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-3301-3601.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-3601-3901.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-3901-4201.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-4201-4501.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-4501-4801.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-4801-5101.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-5101-5401.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-5401-5701.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-5701-6001.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-6001-6301.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-601-901.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-6301-6601.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-6601-6901.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-6901-7201.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-7201-7501.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-7501-7801.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-7801-8101.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-8101-8401.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-8401-8701.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-8701-9001.tar.gz,2,individuals
read,0,1940.2241486068112,2.988302230834961,10,10,0.012631674,[10],10,1,236.57214640236606,pfs,1615,individuals_merge,106815-dc026,chr1n-901-1201.tar.gz,2,individuals
write,0,871701.0,2.4939565658569336,10,10,0.000733086,[10],10,1,3401.9972634273927,pfs,3,individuals_merge,106815-dc026,chr1n.tar.gz,2,
read,0,32765.54525665478,1507.2620782852173,10,10,0.201236667,[10],10,1,7489.997229407587,pfs,48236,sifting,106836-dc026,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,2,initial_data
write,0,195352.44444444444,1.6767234802246094,10,10,0.000888023,[10],10,1,1888.1532125008127,pfs,9,mutation_overlap,108563-dc026,chr1-AMR.tar.gz,3,final_data
read,0,24903.54910714286,5.319972038269043,10,10,0.001019918,[10],10,1,5216.078192824367,pfs,224,mutation_overlap,108563-dc026,chr1n.tar.gz,3,individuals_merge
read,0,24903.54910714286,5.319972038269043,10,10,0.001019918,[10],10,1,5216.078192824367,pfs,224,mutation_overlap,108563-dc026,columns.txt,3,initial_data
read,0,24903.54910714286,5.319972038269043,10,10,0.001019918,[10],10,1,5216.078192824367,pfs,224,mutation_overlap,108563-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,230647.88888888888,1.9796667098999023,10,10,0.000770329,[10],10,1,2569.897679952205,pfs,9,mutation_overlap,108565-dc026,chr1-EUR.tar.gz,3,final_data
read,0,26365.63839285714,5.632308006286621,10,10,0.001050352,[10],10,1,5362.30521414404,pfs,224,mutation_overlap,108565-dc026,chr1n.tar.gz,3,individuals_merge
read,0,26365.63839285714,5.632308006286621,10,10,0.001050352,[10],10,1,5362.30521414404,pfs,224,mutation_overlap,108565-dc026,columns.txt,3,initial_data
read,0,26365.63839285714,5.632308006286621,10,10,0.001050352,[10],10,1,5362.30521414404,pfs,224,mutation_overlap,108565-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,284044.3333333333,2.437972068786621,10,10,0.00108288,[10],10,1,2251.3778708505292,pfs,9,mutation_overlap,108568-dc026,chr1-AFR.tar.gz,3,final_data
read,0,28414.75,6.070045471191406,10,10,0.001237233,[10],10,1,4906.14578756904,pfs,224,mutation_overlap,108568-dc026,chr1n.tar.gz,3,individuals_merge
read,0,28414.75,6.070045471191406,10,10,0.001237233,[10],10,1,4906.14578756904,pfs,224,mutation_overlap,108568-dc026,columns.txt,3,initial_data
read,0,28414.75,6.070045471191406,10,10,0.001237233,[10],10,1,4906.14578756904,pfs,224,mutation_overlap,108568-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,226759.11111111112,1.9462890625,10,10,0.000681304,[10],10,1,2856.7116331329335,pfs,9,mutation_overlap,108584-dc026,chr1-SAS.tar.gz,3,final_data
read,0,26212.84375,5.599667549133301,10,10,0.001047727,[10],10,1,5344.586470648653,pfs,224,mutation_overlap,108584-dc026,chr1n.tar.gz,3,individuals_merge
read,0,26212.84375,5.599667549133301,10,10,0.001047727,[10],10,1,5344.586470648653,pfs,224,mutation_overlap,108584-dc026,columns.txt,3,initial_data
read,0,26212.84375,5.599667549133301,10,10,0.001047727,[10],10,1,5344.586470648653,pfs,224,mutation_overlap,108584-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,232688.66666666666,1.997182846069336,10,10,0.000825922,[10],10,1,2418.125254042556,pfs,9,mutation_overlap,108739-dc026,chr1-EAS.tar.gz,3,final_data
read,0,26382.866071428572,5.635988235473633,10,10,0.001079703,[10],10,1,5219.943109793742,pfs,224,mutation_overlap,108739-dc026,chr1n.tar.gz,3,individuals_merge
read,0,26382.866071428572,5.635988235473633,10,10,0.001079703,[10],10,1,5219.943109793742,pfs,224,mutation_overlap,108739-dc026,columns.txt,3,initial_data
read,0,26382.866071428572,5.635988235473633,10,10,0.001079703,[10],10,1,5219.943109793742,pfs,224,mutation_overlap,108739-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,783296.0,16.4342041015625,10,10,0.005219453,[10],10,1,3148.6449061927565,pfs,22,mutation_overlap,108857-dc026,chr1-ALL.tar.gz,3,final_data
read,0,88618.6329113924,20.02965545654297,10,10,0.003073785,[10],10,1,6516.28381833569,pfs,237,mutation_overlap,108857-dc026,chr1n.tar.gz,3,individuals_merge
read,0,88618.6329113924,20.02965545654297,10,10,0.003073785,[10],10,1,6516.28381833569,pfs,237,mutation_overlap,108857-dc026,columns.txt,3,initial_data
read,0,88618.6329113924,20.02965545654297,10,10,0.003073785,[10],10,1,6516.28381833569,pfs,237,mutation_overlap,108857-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,4295.165283770329,12.341816902160645,10,10,0.018593228,[10],10,1,663.7802162249957,pfs,3013,frequency,108874-dc026,chr1-EAS-freq.tar.gz,3,final_data
read,0,1906.44406463642,5.85073184967041,10,10,0.010472427,[10],10,1,558.6796498720316,pfs,3218,frequency,108874-dc026,chr1n.tar.gz,3,individuals_merge
read,0,1906.44406463642,5.85073184967041,10,10,0.010472427,[10],10,1,558.6796498720316,pfs,3218,frequency,108874-dc026,columns.txt,3,initial_data
read,0,1906.44406463642,5.85073184967041,10,10,0.010472427,[10],10,1,558.6796498720316,pfs,3218,frequency,108874-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,160992.66666666666,1.3818111419677734,10,10,0.000669796,[10],10,1,2063.0328368156474,pfs,9,mutation_overlap,108875-dc026,chr1-GBR.tar.gz,3,final_data
read,0,23656.5625,5.053586959838867,10,10,0.001416442,[10],10,1,3567.803665691124,pfs,224,mutation_overlap,108875-dc026,chr1n.tar.gz,3,individuals_merge
read,0,23656.5625,5.053586959838867,10,10,0.001416442,[10],10,1,3567.803665691124,pfs,224,mutation_overlap,108875-dc026,columns.txt,3,initial_data
read,0,23656.5625,5.053586959838867,10,10,0.001416442,[10],10,1,3567.803665691124,pfs,224,mutation_overlap,108875-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,4177.501825423166,12.0037202835083,10,10,0.020831423,[10],10,1,576.2314117239279,pfs,3013,frequency,108886-dc026,chr1-GBR-freq.tar.gz,3,final_data
read,0,1882.3713486637664,5.776854515075684,10,10,0.011103026,[10],10,1,520.2955045836769,pfs,3218,frequency,108886-dc026,chr1n.tar.gz,3,individuals_merge
read,0,1882.3713486637664,5.776854515075684,10,10,0.011103026,[10],10,1,520.2955045836769,pfs,3218,frequency,108886-dc026,columns.txt,3,initial_data
read,0,1882.3713486637664,5.776854515075684,10,10,0.011103026,[10],10,1,520.2955045836769,pfs,3218,frequency,108886-dc026,sifted.SIFT.chr1.txt,3,sifting
write,0,3871.1347941567064,11.119707107543945,10,10,0.017808935,[10],10,1,624.3892241475386,pfs,3012,frequency,108888-dc026,chr1-ALL-freq.tar.gz,3,final_data
read,0,1928.6009944064635,5.918729782104492,10,10,0.011076939,[10],10,1,534.3290038976014,pfs,3218,frequency,108888-dc026,chr1n.tar.gz,3,individuals_merge
read,0,1928.6009944064635,5.918729782104492,10,10,0.011076939,[10],10,1,534.3290038976014,pfs,3218,frequency,108888-dc026,columns.txt,3,initial_data
